id,modulo,semana,tema,subtema,nivel,tipo_pregunta,pregunta,opcion_a,opcion_b,opcion_c,opcion_d,opcion_e,respuesta_correcta,respuesta_texto,explicacion,fuente_base,fuente_url,tags
2942,Taller de Desarrollo de Aplicaciones con Machine Learning,16,TensorFlow Lite,TensorFlow Lite,Básico,Definición,"En el tema de TensorFlow Lite, ¿cuál es la opción correcta para: tensorflow lite?",Biblioteca JavaScript para construir interfaces de usuario basadas en componentes.,Keras HDF5,TensorFlow.js,Acelerador especializado de Google para cargas de trabajo de machine learning.,Versión optimizada de TensorFlow para ejecutar modelos en dispositivos móviles o embebidos.,E,Versión optimizada de TensorFlow para ejecutar modelos en dispositivos móviles o embebidos.,"En TensorFlow Lite, el concepto correcto es Versión optimizada de TensorFlow para ejecutar modelos en dispositivos móviles o embebidos..",PIAD-528_CONTENIDO.pdf,https://ai.google.dev/edge/litert,tflite
2943,Taller de Desarrollo de Aplicaciones con Machine Learning,16,TensorFlow Lite,TensorFlow Lite,Intermedio,Relación,"Complete la frase: En TensorFlow Lite, ______ se relaciona con tensorflow lite",Versión optimizada de TensorFlow para ejecutar modelos en dispositivos móviles o embebidos.,Archivo JSON que describe la arquitectura y referencias de pesos de un modelo TensorFlow.js.,Entorno de ejecución que permite usar JavaScript en el servidor.,TensorFlow.js,Keras HDF5,A,Versión optimizada de TensorFlow para ejecutar modelos en dispositivos móviles o embebidos.,La palabra que completa la frase es Versión optimizada de TensorFlow para ejecutar modelos en dispositivos móviles o embebidos..,PIAD-528_CONTENIDO.pdf,https://ai.google.dev/edge/litert,tflite
2944,Taller de Desarrollo de Aplicaciones con Machine Learning,16,TensorFlow Lite,TensorFlow Lite,Intermedio,Reconocimiento,¿Cuál de las siguientes opciones pertenece directamente al tema «TensorFlow Lite» y cumple esta función: tensorflow lite?,Operación CRUD que modifica datos existentes.,Versión optimizada de TensorFlow para ejecutar modelos en dispositivos móviles o embebidos.,Método del ciclo de vida donde normalmente se inicializa la Activity y se carga el layout.,TensorFlow.js,Biblioteca JavaScript para construir interfaces de usuario basadas en componentes.,B,Versión optimizada de TensorFlow para ejecutar modelos en dispositivos móviles o embebidos.,Versión optimizada de TensorFlow para ejecutar modelos en dispositivos móviles o embebidos. cumple esa función dentro de TensorFlow Lite.,PIAD-528_CONTENIDO.pdf,https://ai.google.dev/edge/litert,tflite
2945,Taller de Desarrollo de Aplicaciones con Machine Learning,16,TensorFlow Lite,TensorFlow Lite,Básico,Definición,"Si en un examen preguntan por tensorflow lite, ¿qué alternativa debes marcar?",Gestor de paquetes de Node.js usado para instalar dependencias y ejecutar scripts.,Pandas,Keras HDF5,Versión optimizada de TensorFlow para ejecutar modelos en dispositivos móviles o embebidos.,"Framework web ligero para crear servidores, rutas y APIs con Node.js.",D,Versión optimizada de TensorFlow para ejecutar modelos en dispositivos móviles o embebidos.,La alternativa correcta es Versión optimizada de TensorFlow para ejecutar modelos en dispositivos móviles o embebidos..,PIAD-528_CONTENIDO.pdf,https://ai.google.dev/edge/litert,tflite
2946,Taller de Desarrollo de Aplicaciones con Machine Learning,16,TensorFlow Lite,TensorFlow Lite,Básico,Definición,¿Qué término técnico se asocia mejor con la siguiente idea: tensorflow lite?,"Lenguaje de marcado usado en Android para definir layouts, vistas y recursos de interfaz.","Raíz del error cuadrático medio, expresada en la misma unidad de la variable objetivo.",Keras HDF5,Cantidad de corriente eléctrica que circula por un circuito.,Versión optimizada de TensorFlow para ejecutar modelos en dispositivos móviles o embebidos.,E,Versión optimizada de TensorFlow para ejecutar modelos en dispositivos móviles o embebidos.,El término técnico asociado es Versión optimizada de TensorFlow para ejecutar modelos en dispositivos móviles o embebidos..,PIAD-528_CONTENIDO.pdf,https://ai.google.dev/edge/litert,tflite
2947,Taller de Desarrollo de Aplicaciones con Machine Learning,16,TensorFlow Lite,TensorFlow Lite,Básico,Reconocimiento,"En el módulo «Taller de Desarrollo de Aplicaciones con Machine Learning», ¿qué elemento se usa para tensorflow lite?",Librería que facilita el manejo de formularios en React.,"Conjunto de operaciones Create, Read, Update y Delete sobre datos.",Keras HDF5,Versión optimizada de TensorFlow para ejecutar modelos en dispositivos móviles o embebidos.,Componente de Android que representa una pantalla con la que el usuario interactúa.,D,Versión optimizada de TensorFlow para ejecutar modelos en dispositivos móviles o embebidos.,"Según el contenido del módulo, corresponde a Versión optimizada de TensorFlow para ejecutar modelos en dispositivos móviles o embebidos..",PIAD-528_CONTENIDO.pdf,https://ai.google.dev/edge/litert,tflite
2948,Taller de Desarrollo de Aplicaciones con Machine Learning,16,TensorFlow Lite,TensorFlow Lite,Básico,Completar,¿Cuál es la respuesta correcta si se busca identificar: tensorflow lite?,TensorFlow.js,Matplotlib,Versión optimizada de TensorFlow para ejecutar modelos en dispositivos móviles o embebidos.,Pandas,Keras HDF5,C,Versión optimizada de TensorFlow para ejecutar modelos en dispositivos móviles o embebidos.,La respuesta correcta es Versión optimizada de TensorFlow para ejecutar modelos en dispositivos móviles o embebidos..,PIAD-528_CONTENIDO.pdf,https://ai.google.dev/edge/litert,tflite
2949,Taller de Desarrollo de Aplicaciones con Machine Learning,16,TensorFlow Lite,TensorFlow Lite,Intermedio,Relación,Marca la alternativa que mejor representa el concepto de Versión optimizada de TensorFlow para ejecutar modelos en dispositivos móviles o embebidos..,Pandas,Keras HDF5,Matplotlib,Versión optimizada de TensorFlow para ejecutar modelos en dispositivos móviles o embebidos.,Entorno de ejecución que permite usar JavaScript en el servidor.,D,Versión optimizada de TensorFlow para ejecutar modelos en dispositivos móviles o embebidos.,Versión optimizada de TensorFlow para ejecutar modelos en dispositivos móviles o embebidos.: TensorFlow Lite,PIAD-528_CONTENIDO.pdf,https://ai.google.dev/edge/litert,tflite
2950,Taller de Desarrollo de Aplicaciones con Machine Learning,16,TensorFlow Lite,TensorFlow Lite,Avanzado,Completar,¿Cuál opción NO debe confundirse con otros términos cuando la pregunta describe: tensorflow lite?,TensorFlow.js,Operación CRUD que consulta o lee datos existentes.,Pandas,"Estructura tabular de Pandas con filas, columnas e índices etiquetados.",Versión optimizada de TensorFlow para ejecutar modelos en dispositivos móviles o embebidos.,E,Versión optimizada de TensorFlow para ejecutar modelos en dispositivos móviles o embebidos.,No debe confundirse: la descripción apunta a Versión optimizada de TensorFlow para ejecutar modelos en dispositivos móviles o embebidos..,PIAD-528_CONTENIDO.pdf,https://ai.google.dev/edge/litert,tflite
2951,Taller de Desarrollo de Aplicaciones con Machine Learning,16,TensorFlow Lite,TensorFlow Lite,Básico,Aplicación,"En una evaluación tipo Senati, si aparece la descripción «TensorFlow Lite», la respuesta esperada sería:",Pandas,Componente de Android que representa una pantalla con la que el usuario interactúa.,Pantalla de caracteres con 16 columnas y 2 filas usada para mostrar información.,Versión optimizada de TensorFlow para ejecutar modelos en dispositivos móviles o embebidos.,OpenCV,D,Versión optimizada de TensorFlow para ejecutar modelos en dispositivos móviles o embebidos.,"Para esa descripción, se debe marcar Versión optimizada de TensorFlow para ejecutar modelos en dispositivos móviles o embebidos..",PIAD-528_CONTENIDO.pdf,https://ai.google.dev/edge/litert,tflite
2952,Taller de Desarrollo de Aplicaciones con Machine Learning,16,TensorFlow Lite,TensorFlow Lite,Intermedio,Relación,¿Qué concepto es clave en TensorFlow Lite porque permite/representa lo siguiente: tensorflow lite?,Versión optimizada de TensorFlow para ejecutar modelos en dispositivos móviles o embebidos.,Pandas,TensorFlow.js,Método usado para medir el rendimiento del modelo en datos de prueba o validación.,Keras HDF5,A,Versión optimizada de TensorFlow para ejecutar modelos en dispositivos móviles o embebidos.,El concepto clave es Versión optimizada de TensorFlow para ejecutar modelos en dispositivos móviles o embebidos..,PIAD-528_CONTENIDO.pdf,https://ai.google.dev/edge/litert,tflite
2953,Taller de Desarrollo de Aplicaciones con Machine Learning,16,TensorFlow Lite,TensorFlow Lite,Básico,Completar,Relaciona el concepto con su función: TensorFlow Lite,Archivo que suele contener etiquetas y metadatos de un modelo exportado desde Teachable Machine.,Estilo de arquitectura para servicios web que usa recursos y métodos HTTP.,Pandas,Keras HDF5,Versión optimizada de TensorFlow para ejecutar modelos en dispositivos móviles o embebidos.,E,Versión optimizada de TensorFlow para ejecutar modelos en dispositivos móviles o embebidos.,La relación correcta es con Versión optimizada de TensorFlow para ejecutar modelos en dispositivos móviles o embebidos..,PIAD-528_CONTENIDO.pdf,https://ai.google.dev/edge/litert,tflite
2954,Taller de Desarrollo de Aplicaciones con Machine Learning,16,TensorFlow Lite,TensorFlow Lite,Básico,Relación,¿Qué alternativa describe correctamente un elemento de TensorFlow Lite: tensorflow lite?,Placa basada en ESP8266 con conectividad WiFi integrada para proyectos IoT.,Dispositivo que ejecuta una acción física a partir de una señal de control.,Tipo de ML que entrena modelos con datos etiquetados.,Versión optimizada de TensorFlow para ejecutar modelos en dispositivos móviles o embebidos.,Librería para serializar y deserializar objetos Java/Kotlin desde y hacia JSON.,D,Versión optimizada de TensorFlow para ejecutar modelos en dispositivos móviles o embebidos.,Esa descripción corresponde a Versión optimizada de TensorFlow para ejecutar modelos en dispositivos móviles o embebidos..,PIAD-528_CONTENIDO.pdf,https://ai.google.dev/edge/litert,tflite
2955,Taller de Desarrollo de Aplicaciones con Machine Learning,16,TensorFlow Lite,TensorFlow Lite,Intermedio,Reconocimiento,Selecciona la opción que completa correctamente: «Versión optimizada de TensorFlow para ejecutar modelos en dispositivos móviles o embebidos. es...»,Matplotlib,Versión optimizada de TensorFlow para ejecutar modelos en dispositivos móviles o embebidos.,Keras HDF5,"Raíz del error cuadrático medio, expresada en la misma unidad de la variable objetivo.",TensorFlow.js,B,Versión optimizada de TensorFlow para ejecutar modelos en dispositivos móviles o embebidos.,Versión optimizada de TensorFlow para ejecutar modelos en dispositivos móviles o embebidos. se define como: TensorFlow Lite,PIAD-528_CONTENIDO.pdf,https://ai.google.dev/edge/litert,tflite
2956,Taller de Desarrollo de Aplicaciones con Machine Learning,16,TensorFlow Lite,TensorFlow Lite,Intermedio,Completar,¿Cuál de estos términos sería más probable como respuesta en una pregunta sobre TensorFlow Lite?,Coeficiente de determinación que indica proporción de variabilidad explicada por el modelo.,Pandas,Sintaxis que permite escribir estructuras similares a HTML dentro de JavaScript en React.,Versión optimizada de TensorFlow para ejecutar modelos en dispositivos móviles o embebidos.,Layout que organiza elementos en una sola dirección: horizontal o vertical.,D,Versión optimizada de TensorFlow para ejecutar modelos en dispositivos móviles o embebidos.,"El término más probable es Versión optimizada de TensorFlow para ejecutar modelos en dispositivos móviles o embebidos., porque tensorflow lite",PIAD-528_CONTENIDO.pdf,https://ai.google.dev/edge/litert,tflite
2957,Taller de Desarrollo de Aplicaciones con Machine Learning,16,TensorFlow Lite,TensorFlow Lite,Básico,Aplicación,"Si estás resolviendo un test de opción múltiple y la pista es «TensorFlow Lite», ¿cuál eliges?",Método que se ejecuta cuando la Activity se vuelve visible para el usuario.,Acción que integra cambios de una rama en otra.,Tipo de ML que entrena modelos con datos etiquetados.,Librería de Python para manipulación y análisis de datos con estructuras como DataFrame.,Versión optimizada de TensorFlow para ejecutar modelos en dispositivos móviles o embebidos.,E,Versión optimizada de TensorFlow para ejecutar modelos en dispositivos móviles o embebidos.,La pista apunta a Versión optimizada de TensorFlow para ejecutar modelos en dispositivos móviles o embebidos..,PIAD-528_CONTENIDO.pdf,https://ai.google.dev/edge/litert,tflite
2958,Taller de Desarrollo de Aplicaciones con Machine Learning,16,TensorFlow Lite,TensorFlow Lite,Básico,Reconocimiento,"¿Qué herramienta, método o concepto corresponde a esta descripción técnica: tensorflow lite?",Keras HDF5,Interruptor electromecánico que permite controlar cargas de mayor potencia con una señal de baja potencia.,Acelerador especializado de Google para cargas de trabajo de machine learning.,TensorFlow.js,Versión optimizada de TensorFlow para ejecutar modelos en dispositivos móviles o embebidos.,E,Versión optimizada de TensorFlow para ejecutar modelos en dispositivos móviles o embebidos.,Corresponde a Versión optimizada de TensorFlow para ejecutar modelos en dispositivos móviles o embebidos..,PIAD-528_CONTENIDO.pdf,https://ai.google.dev/edge/litert,tflite
2959,Taller de Desarrollo de Aplicaciones con Machine Learning,16,TensorFlow Lite,TensorFlow Lite,Intermedio,Completar,"Para prepararte para el examen, relaciona la definición con el término correcto: tensorflow lite.",Procesamiento de datos cerca del dispositivo o fuente de datos para reducir latencia y dependencia de la nube.,Versión optimizada de TensorFlow para ejecutar modelos en dispositivos móviles o embebidos.,"Raíz del error cuadrático medio, expresada en la misma unidad de la variable objetivo.","Entorno de desarrollo usado para escribir, compilar y cargar programas en placas Arduino.",API de alto nivel usada para crear y entrenar modelos de redes neuronales.,B,Versión optimizada de TensorFlow para ejecutar modelos en dispositivos móviles o embebidos.,Corresponde a Versión optimizada de TensorFlow para ejecutar modelos en dispositivos móviles o embebidos.: TensorFlow Lite,PIAD-528_CONTENIDO.pdf,https://ai.google.dev/edge/litert,tflite
2960,Taller de Desarrollo de Aplicaciones con Machine Learning,16,TensorFlow Lite,TensorFlow Lite,Básico,Reconocimiento,"Para prepararte para el examen, relaciona la definición con el término correcto: tensorflow lite. (Tema: TensorFlow Lite)",Versión optimizada de TensorFlow para ejecutar modelos en dispositivos móviles o embebidos.,Componente de Android que representa una pantalla con la que el usuario interactúa.,Cantidad de corriente eléctrica que circula por un circuito.,Librería de Python usada para crear gráficos y visualizar datos.,TensorFlow.js,A,Versión optimizada de TensorFlow para ejecutar modelos en dispositivos móviles o embebidos.,Corresponde a Versión optimizada de TensorFlow para ejecutar modelos en dispositivos móviles o embebidos.: TensorFlow Lite,PIAD-528_CONTENIDO.pdf,https://ai.google.dev/edge/litert,tflite
2961,Taller de Desarrollo de Aplicaciones con Machine Learning,16,TinyML,Arduino Nano 33 BLE Sense,Básico,Aplicación,¿Qué concepto se define como: «Arduino Nano 33 BLE Sense»?,Placa de pruebas que permite montar circuitos sin soldadura.,Librería para serializar y deserializar objetos Java/Kotlin desde y hacia JSON.,Operación CRUD que inserta o registra nuevos datos.,Placa con sensores integrados usada en proyectos TinyML.,Relé,D,Placa con sensores integrados usada en proyectos TinyML.,La definición corresponde a Placa con sensores integrados usada en proyectos TinyML..,PIAD-528_CONTENIDO.pdf,https://docs.arduino.cc/tutorials/nano-33-ble-sense-rev2/get-started-with-machine-learning,"tinyml,arduino"
2962,Taller de Desarrollo de Aplicaciones con Machine Learning,16,TinyML,Arduino Nano 33 BLE Sense,Intermedio,Completar,"En el tema de TinyML, ¿cuál es la opción correcta para: arduino nano 33 ble sense?",Procesamiento de datos cerca del dispositivo o fuente de datos para reducir latencia y dependencia de la nube.,Relé,NodeMCU ESP8266,Layout flexible que posiciona vistas mediante restricciones entre elementos.,Placa con sensores integrados usada en proyectos TinyML.,E,Placa con sensores integrados usada en proyectos TinyML.,"En TinyML, el concepto correcto es Placa con sensores integrados usada en proyectos TinyML..",PIAD-528_CONTENIDO.pdf,https://docs.arduino.cc/tutorials/nano-33-ble-sense-rev2/get-started-with-machine-learning,"tinyml,arduino"
2963,Taller de Desarrollo de Aplicaciones con Machine Learning,16,TinyML,Arduino Nano 33 BLE Sense,Básico,Reconocimiento,"Complete la frase: En TinyML, ______ se relaciona con arduino nano 33 ble sense",ORM para Node.js que permite trabajar con bases de datos relacionales mediante modelos.,Raspberry Pi 4,Librería cliente HTTP usada en Android para consumir servicios REST de forma estructurada.,Relé,Placa con sensores integrados usada en proyectos TinyML.,E,Placa con sensores integrados usada en proyectos TinyML.,La palabra que completa la frase es Placa con sensores integrados usada en proyectos TinyML..,PIAD-528_CONTENIDO.pdf,https://docs.arduino.cc/tutorials/nano-33-ble-sense-rev2/get-started-with-machine-learning,"tinyml,arduino"
2964,Taller de Desarrollo de Aplicaciones con Machine Learning,16,TinyML,Arduino Nano 33 BLE Sense,Básico,Definición,¿Cuál de las siguientes opciones pertenece directamente al tema «TinyML» y cumple esta función: arduino nano 33 ble sense?,Raspberry Pi 4,Arduino Uno,Placa con sensores integrados usada en proyectos TinyML.,Oposición al paso de la corriente eléctrica en un circuito.,Herramienta que permite ejecutar y probar una app Android sin usar un dispositivo físico.,C,Placa con sensores integrados usada en proyectos TinyML.,Placa con sensores integrados usada en proyectos TinyML. cumple esa función dentro de TinyML.,PIAD-528_CONTENIDO.pdf,https://docs.arduino.cc/tutorials/nano-33-ble-sense-rev2/get-started-with-machine-learning,"tinyml,arduino"
2965,Taller de Desarrollo de Aplicaciones con Machine Learning,16,TinyML,Arduino Nano 33 BLE Sense,Básico,Aplicación,"Si en un examen preguntan por arduino nano 33 ble sense, ¿qué alternativa debes marcar?",Placa con sensores integrados usada en proyectos TinyML.,Error cuadrático medio que mide la desviación cuadrática promedio entre predicciones y valores reales.,NodeMCU ESP8266,"Plataforma para registrar, configurar y publicar aplicaciones Android en Google Play.",Método que se ejecuta cuando la Activity se vuelve visible para el usuario.,A,Placa con sensores integrados usada en proyectos TinyML.,La alternativa correcta es Placa con sensores integrados usada en proyectos TinyML..,PIAD-528_CONTENIDO.pdf,https://docs.arduino.cc/tutorials/nano-33-ble-sense-rev2/get-started-with-machine-learning,"tinyml,arduino"
2966,Taller de Desarrollo de Aplicaciones con Machine Learning,16,TinyML,Arduino Nano 33 BLE Sense,Básico,Completar,¿Qué término técnico se asocia mejor con la siguiente idea: arduino nano 33 ble sense?,NodeMCU ESP8266,Raspberry Pi 4,Biblioteca JavaScript para construir interfaces de usuario basadas en componentes.,Placa con sensores integrados usada en proyectos TinyML.,"Framework web ligero para crear servidores, rutas y APIs con Node.js.",D,Placa con sensores integrados usada en proyectos TinyML.,El término técnico asociado es Placa con sensores integrados usada en proyectos TinyML..,PIAD-528_CONTENIDO.pdf,https://docs.arduino.cc/tutorials/nano-33-ble-sense-rev2/get-started-with-machine-learning,"tinyml,arduino"
2967,Taller de Desarrollo de Aplicaciones con Machine Learning,16,TinyML,Arduino Nano 33 BLE Sense,Básico,Relación,"En el módulo «Taller de Desarrollo de Aplicaciones con Machine Learning», ¿qué elemento se usa para arduino nano 33 ble sense?",Placa con sensores integrados usada en proyectos TinyML.,Modelo de Keras que organiza capas en una pila lineal.,Comando que trae cambios del repositorio remoto y los integra localmente.,LCD 16x2,"Plataforma para registrar, configurar y publicar aplicaciones Android en Google Play.",A,Placa con sensores integrados usada en proyectos TinyML.,"Según el contenido del módulo, corresponde a Placa con sensores integrados usada en proyectos TinyML..",PIAD-528_CONTENIDO.pdf,https://docs.arduino.cc/tutorials/nano-33-ble-sense-rev2/get-started-with-machine-learning,"tinyml,arduino"
2968,Taller de Desarrollo de Aplicaciones con Machine Learning,16,TinyML,Arduino Nano 33 BLE Sense,Básico,Relación,¿Cuál es la respuesta correcta si se busca identificar: arduino nano 33 ble sense?,Relé,NodeMCU ESP8266,Estilo arquitectónico para diseñar servicios web basados en recursos y métodos HTTP.,Tipo de ML que entrena modelos con datos etiquetados.,Placa con sensores integrados usada en proyectos TinyML.,E,Placa con sensores integrados usada en proyectos TinyML.,La respuesta correcta es Placa con sensores integrados usada en proyectos TinyML..,PIAD-528_CONTENIDO.pdf,https://docs.arduino.cc/tutorials/nano-33-ble-sense-rev2/get-started-with-machine-learning,"tinyml,arduino"
2969,Taller de Desarrollo de Aplicaciones con Machine Learning,16,TinyML,Arduino Nano 33 BLE Sense,Avanzado,Reconocimiento,Marca la alternativa que mejor representa el concepto de Placa con sensores integrados usada en proyectos TinyML..,Placa con sensores integrados usada en proyectos TinyML.,Estilo de arquitectura para servicios web que usa recursos y métodos HTTP.,Raspberry Pi 4,Vista que permite al usuario ejecutar una acción al presionarla.,Aplicación web de página única que actualiza vistas sin recargar toda la página.,A,Placa con sensores integrados usada en proyectos TinyML.,Placa con sensores integrados usada en proyectos TinyML.: Arduino Nano 33 BLE Sense,PIAD-528_CONTENIDO.pdf,https://docs.arduino.cc/tutorials/nano-33-ble-sense-rev2/get-started-with-machine-learning,"tinyml,arduino"
2970,Taller de Desarrollo de Aplicaciones con Machine Learning,16,TinyML,Arduino Nano 33 BLE Sense,Básico,Relación,¿Cuál opción NO debe confundirse con otros términos cuando la pregunta describe: arduino nano 33 ble sense?,Raspberry Pi 4,LCD 16x2,Arduino Uno,Bloque reutilizable de interfaz en React que puede recibir props y manejar estado.,Placa con sensores integrados usada en proyectos TinyML.,E,Placa con sensores integrados usada en proyectos TinyML.,No debe confundirse: la descripción apunta a Placa con sensores integrados usada en proyectos TinyML..,PIAD-528_CONTENIDO.pdf,https://docs.arduino.cc/tutorials/nano-33-ble-sense-rev2/get-started-with-machine-learning,"tinyml,arduino"
2971,Taller de Desarrollo de Aplicaciones con Machine Learning,16,TinyML,Arduino Nano 33 BLE Sense,Intermedio,Aplicación,"En una evaluación tipo Senati, si aparece la descripción «Arduino Nano 33 BLE Sense», la respuesta esperada sería:",Función usada para leer valores analógicos desde un pin compatible.,Arduino Uno,Raspberry Pi 4,Protocolo de servicios web basado en XML y reglas estrictas de mensajería.,Placa con sensores integrados usada en proyectos TinyML.,E,Placa con sensores integrados usada en proyectos TinyML.,"Para esa descripción, se debe marcar Placa con sensores integrados usada en proyectos TinyML..",PIAD-528_CONTENIDO.pdf,https://docs.arduino.cc/tutorials/nano-33-ble-sense-rev2/get-started-with-machine-learning,"tinyml,arduino"
2972,Taller de Desarrollo de Aplicaciones con Machine Learning,16,TinyML,Arduino Nano 33 BLE Sense,Básico,Aplicación,¿Qué concepto es clave en TinyML porque permite/representa lo siguiente: arduino nano 33 ble sense?,Hook de React usado para declarar y actualizar estado en componentes funcionales.,NodeMCU ESP8266,Estilo de arquitectura para servicios web que usa recursos y métodos HTTP.,Placa con sensores integrados usada en proyectos TinyML.,Librería para serializar y deserializar objetos Java/Kotlin desde y hacia JSON.,D,Placa con sensores integrados usada en proyectos TinyML.,El concepto clave es Placa con sensores integrados usada en proyectos TinyML..,PIAD-528_CONTENIDO.pdf,https://docs.arduino.cc/tutorials/nano-33-ble-sense-rev2/get-started-with-machine-learning,"tinyml,arduino"
2973,Taller de Desarrollo de Aplicaciones con Machine Learning,16,TinyML,Arduino Nano 33 BLE Sense,Básico,Aplicación,Relaciona el concepto con su función: Arduino Nano 33 BLE Sense,Relé,NodeMCU ESP8266,Placa con sensores integrados usada en proyectos TinyML.,"Estructura tabular de Pandas con filas, columnas e índices etiquetados.",Lenguaje de marcado usado para estructurar la interfaz de una aplicación web.,C,Placa con sensores integrados usada en proyectos TinyML.,La relación correcta es con Placa con sensores integrados usada en proyectos TinyML..,PIAD-528_CONTENIDO.pdf,https://docs.arduino.cc/tutorials/nano-33-ble-sense-rev2/get-started-with-machine-learning,"tinyml,arduino"
2974,Taller de Desarrollo de Aplicaciones con Machine Learning,16,TinyML,Arduino Nano 33 BLE Sense,Intermedio,Relación,¿Qué alternativa describe correctamente un elemento de TinyML: arduino nano 33 ble sense?,ORM para Node.js que permite trabajar con bases de datos relacionales mediante modelos.,Sensor usado comúnmente para medir temperatura y humedad ambiental.,Relé,LCD 16x2,Placa con sensores integrados usada en proyectos TinyML.,E,Placa con sensores integrados usada en proyectos TinyML.,Esa descripción corresponde a Placa con sensores integrados usada en proyectos TinyML..,PIAD-528_CONTENIDO.pdf,https://docs.arduino.cc/tutorials/nano-33-ble-sense-rev2/get-started-with-machine-learning,"tinyml,arduino"
2975,Taller de Desarrollo de Aplicaciones con Machine Learning,16,TinyML,Arduino Nano 33 BLE Sense,Básico,Aplicación,Selecciona la opción que completa correctamente: «Placa con sensores integrados usada en proyectos TinyML. es...»,Tipo de ML que entrena modelos con datos etiquetados.,Placa con sensores integrados usada en proyectos TinyML.,Arduino Uno,Placa de pruebas que permite montar circuitos sin soldadura.,NodeMCU ESP8266,B,Placa con sensores integrados usada en proyectos TinyML.,Placa con sensores integrados usada en proyectos TinyML. se define como: Arduino Nano 33 BLE Sense,PIAD-528_CONTENIDO.pdf,https://docs.arduino.cc/tutorials/nano-33-ble-sense-rev2/get-started-with-machine-learning,"tinyml,arduino"
2976,Taller de Desarrollo de Aplicaciones con Machine Learning,16,TinyML,Arduino Nano 33 BLE Sense,Básico,Relación,¿Cuál de estos términos sería más probable como respuesta en una pregunta sobre TinyML?,Placa con sensores integrados usada en proyectos TinyML.,"Computadora de placa reducida usada en proyectos IoT, redes y edge computing.",Librería para manejar rutas y navegación en aplicaciones React.,Arduino Uno,Raspberry Pi 4,A,Placa con sensores integrados usada en proyectos TinyML.,"El término más probable es Placa con sensores integrados usada en proyectos TinyML., porque arduino nano 33 ble sense",PIAD-528_CONTENIDO.pdf,https://docs.arduino.cc/tutorials/nano-33-ble-sense-rev2/get-started-with-machine-learning,"tinyml,arduino"
2977,Taller de Desarrollo de Aplicaciones con Machine Learning,16,TinyML,Arduino Nano 33 BLE Sense,Básico,Relación,"Si estás resolviendo un test de opción múltiple y la pista es «Arduino Nano 33 BLE Sense», ¿cuál eliges?",Arduino Uno,Relé,Cliente HTTP usado como base para realizar solicitudes de red en Android.,Proceso para reducir tamaño o mejorar eficiencia de un modelo en dispositivos limitados.,Placa con sensores integrados usada en proyectos TinyML.,E,Placa con sensores integrados usada en proyectos TinyML.,La pista apunta a Placa con sensores integrados usada en proyectos TinyML..,PIAD-528_CONTENIDO.pdf,https://docs.arduino.cc/tutorials/nano-33-ble-sense-rev2/get-started-with-machine-learning,"tinyml,arduino"
2978,Taller de Desarrollo de Aplicaciones con Machine Learning,16,TinyML,Arduino Nano 33 BLE Sense,Avanzado,Definición,"¿Qué herramienta, método o concepto corresponde a esta descripción técnica: arduino nano 33 ble sense?",Placa con sensores integrados usada en proyectos TinyML.,Arduino Uno,Espacio donde se almacena el historial y archivos de un proyecto controlado por Git.,LCD 16x2,Operación CRUD que elimina datos existentes.,A,Placa con sensores integrados usada en proyectos TinyML.,Corresponde a Placa con sensores integrados usada en proyectos TinyML..,PIAD-528_CONTENIDO.pdf,https://docs.arduino.cc/tutorials/nano-33-ble-sense-rev2/get-started-with-machine-learning,"tinyml,arduino"
2979,Taller de Desarrollo de Aplicaciones con Machine Learning,16,TinyML,Arduino Nano 33 BLE Sense,Avanzado,Completar,"Si el enunciado dice «arduino nano 33 ble sense», ¿qué concepto debería marcarse?",NodeMCU ESP8266,Bucle usado para repetir instrucciones un número definido de veces.,Procesador general usado para ejecutar tareas de cómputo secuencial o general.,Relé,Placa con sensores integrados usada en proyectos TinyML.,E,Placa con sensores integrados usada en proyectos TinyML.,Corresponde a Placa con sensores integrados usada en proyectos TinyML.: Arduino Nano 33 BLE Sense,PIAD-528_CONTENIDO.pdf,https://docs.arduino.cc/tutorials/nano-33-ble-sense-rev2/get-started-with-machine-learning,"tinyml,arduino"
2980,Taller de Desarrollo de Aplicaciones con Machine Learning,16,TinyML,Arduino Nano 33 BLE Sense,Básico,Completar,"Si el enunciado dice «arduino nano 33 ble sense», ¿qué concepto debería marcarse? (Tema: TinyML)",Método usado para generar predicciones con un modelo entrenado.,"Elemento usado para reportar tareas, errores o mejoras en un proyecto colaborativo.",Mecanismo que controla solicitudes HTTP entre orígenes diferentes.,Relé,Placa con sensores integrados usada en proyectos TinyML.,E,Placa con sensores integrados usada en proyectos TinyML.,Corresponde a Placa con sensores integrados usada en proyectos TinyML.: Arduino Nano 33 BLE Sense,PIAD-528_CONTENIDO.pdf,https://docs.arduino.cc/tutorials/nano-33-ble-sense-rev2/get-started-with-machine-learning,"tinyml,arduino"
