id,modulo,semana,tema,subtema,nivel,tipo_pregunta,pregunta,opcion_a,opcion_b,opcion_c,opcion_d,opcion_e,respuesta_correcta,respuesta_texto,explicacion,fuente_base,probabilidad_salida,prioridad,origen_refuerzo,tags,validado,criterio_depuracion
500169,Taller de Desarrollo de Aplicaciones con Machine Learning,,Red neuronal,Capas,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Bloques que transforman datos dentro de una red neuronal.”?,OpenCV,CPU,Capas,MSE,Exportación de modelo,C,Capas,Las capas procesan información progresivamente.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Taller de Desarrollo de Aplicaciones con Machine Learning, Red neuronal, Capas, Capas",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500170,Taller de Desarrollo de Aplicaciones con Machine Learning,,Red neuronal,Pesos,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Parámetros ajustados durante el entrenamiento.”?,CSV,Pesos,HDF5,TensorFlow,Matplotlib,B,Pesos,Los pesos se modifican para mejorar predicciones.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Taller de Desarrollo de Aplicaciones con Machine Learning, Red neuronal, Pesos, Pesos",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500171,Taller de Desarrollo de Aplicaciones con Machine Learning,,Red neuronal,Activación,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Función que introduce no linealidad en una red neuronal.”?,Raspberry Pi con IA,Pandas,Función de activación,Fog Computing,SVM,C,Función de activación,La activación permite aprender relaciones no lineales.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Taller de Desarrollo de Aplicaciones con Machine Learning, Red neuronal, Activación, Función de activación",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500172,Taller de Desarrollo de Aplicaciones con Machine Learning,,Keras,Entrenamiento,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Método usado para entrenar o ajustar un modelo.”?,Subajuste,fit(),GPU,Celda de texto,CPU,B,fit(),fit() entrena el modelo con datos.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Taller de Desarrollo de Aplicaciones con Machine Learning, Keras, Entrenamiento, fit()",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500173,Taller de Desarrollo de Aplicaciones con Machine Learning,,Keras,Predicción,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Proceso de obtener una salida del modelo con nuevos datos.”?,Matplotlib,Regresión logística,Predicción,OpenCV,Keras,C,Predicción,La predicción aplica el modelo entrenado.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Taller de Desarrollo de Aplicaciones con Machine Learning, Keras, Predicción, Predicción",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500174,Taller de Desarrollo de Aplicaciones con Machine Learning,,Regresión,Lineal,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Técnica que modela una relación lineal entre variables.”?,Subajuste,Carga de archivos en Colab,Datos de entrenamiento,Limpieza de datos,Regresión lineal,E,Regresión lineal,La regresión lineal ajusta una línea a los datos.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Taller de Desarrollo de Aplicaciones con Machine Learning, Regresión, Lineal, Regresión lineal",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500175,Taller de Desarrollo de Aplicaciones con Machine Learning,,Métricas,Error,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Métrica que promedia los errores al cuadrado.”?,Raspberry Pi con IA,Regresión logística,Vector,MSE,Matplotlib,D,MSE,MSE mide error cuadrático medio.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Taller de Desarrollo de Aplicaciones con Machine Learning, Métricas, Error, MSE",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500176,Taller de Desarrollo de Aplicaciones con Machine Learning,,Métricas,Raíz,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Raíz cuadrada del error cuadrático medio.”?,Flujo de entrenamiento,Limpieza de datos,RMSE,Regresión lineal,Teachable Machine,C,RMSE,RMSE expresa el error en unidades más interpretables.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Taller de Desarrollo de Aplicaciones con Machine Learning, Métricas, Raíz, RMSE",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500177,Taller de Desarrollo de Aplicaciones con Machine Learning,,Métricas,Ajuste,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Métrica que indica qué tan bien el modelo explica la variabilidad.”?,Épocas,R²,Regresión lineal,CSV,OpenCV,B,R²,R² mide calidad de ajuste.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Taller de Desarrollo de Aplicaciones con Machine Learning, Métricas, Ajuste, R²",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500178,Taller de Desarrollo de Aplicaciones con Machine Learning,,Álgebra,Vector,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Arreglo de datos en una dimensión.”?,CPU,Vector,Subajuste,Aprendizaje no supervisado,Naive Bayes,B,Vector,Un vector representa una lista ordenada de valores.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Taller de Desarrollo de Aplicaciones con Machine Learning, Álgebra, Vector, Vector",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500179,Taller de Desarrollo de Aplicaciones con Machine Learning,,Álgebra,Matriz,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Arreglo de datos en filas y columnas.”?,Fog Computing,Celda de código,Matriz,Arduino Nano 33 BLE Sense,Raspberry Pi con IA,C,Matriz,Una matriz organiza valores en dos dimensiones.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Taller de Desarrollo de Aplicaciones con Machine Learning, Álgebra, Matriz, Matriz",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500180,Taller de Desarrollo de Aplicaciones con Machine Learning,,Herramientas,Sin código,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Plataforma para entrenar modelos simples sin programar mucho.”?,Pandas,K-means,Flujo de entrenamiento,TensorFlow Lite,Teachable Machine,E,Teachable Machine,Teachable Machine facilita crear modelos de clasificación.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Taller de Desarrollo de Aplicaciones con Machine Learning, Herramientas, Sin código, Teachable Machine",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500181,Taller de Desarrollo de Aplicaciones con Machine Learning,,Modelos,Exportación,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Proceso de guardar un modelo para usarlo en otra plataforma.”?,TensorFlow,fit(),Exportación de modelo,SVM,Árbol de decisión,C,Exportación de modelo,Exportar permite llevar el modelo a web o dispositivos.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Taller de Desarrollo de Aplicaciones con Machine Learning, Modelos, Exportación, Exportación de modelo",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500182,Taller de Desarrollo de Aplicaciones con Machine Learning,,Formato,Keras,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Formato común para guardar modelos Keras en Python.”?,HDF5,KNN,Modelo secuencial,GPU,OpenCV,A,HDF5,HDF5 almacena modelos entrenados de Keras.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Taller de Desarrollo de Aplicaciones con Machine Learning, Formato, Keras, HDF5",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500183,Taller de Desarrollo de Aplicaciones con Machine Learning,,Web ML,Navegador,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Librería que permite ejecutar modelos de ML en el navegador.”?,TensorFlow.js,K-means,GPU,Predicción,Google Colab,A,TensorFlow.js,TensorFlow.js ejecuta inferencia en JavaScript.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Taller de Desarrollo de Aplicaciones con Machine Learning, Web ML, Navegador, TensorFlow.js",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500184,Taller de Desarrollo de Aplicaciones con Machine Learning,,Web ML,Archivo,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Archivo que describe arquitectura y pesos de un modelo TensorFlow.js.”?,NumPy,model.json,GPU,Modelo secuencial,Datos de entrenamiento,B,model.json,model.json es necesario para cargar modelos en la web.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Taller de Desarrollo de Aplicaciones con Machine Learning, Web ML, Archivo, model.json",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500185,Taller de Desarrollo de Aplicaciones con Machine Learning,,Web ML,Ejecución,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Proceso de usar un modelo entrenado para generar resultados.”?,Regresión,Regresión lineal,Matriz,Exportación de modelo,Inferencia,E,Inferencia,La inferencia produce predicciones con el modelo.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Taller de Desarrollo de Aplicaciones con Machine Learning, Web ML, Ejecución, Inferencia",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500186,Taller de Desarrollo de Aplicaciones con Machine Learning,,Visión,Procesamiento,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Biblioteca usada para visión por computadora y procesamiento de imágenes.”?,Datos de prueba,Subajuste,Edge Computing,Celda de texto,OpenCV,E,OpenCV,OpenCV procesa imágenes y video.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Taller de Desarrollo de Aplicaciones con Machine Learning, Visión, Procesamiento, OpenCV",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500187,Taller de Desarrollo de Aplicaciones con Machine Learning,,Visión,Campo,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Área que permite a una computadora interpretar imágenes o video.”?,Visión por computadora,Naive Bayes,Exportación de modelo,NumPy,RMSE,A,Visión por computadora,La visión por computadora analiza información visual.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Taller de Desarrollo de Aplicaciones con Machine Learning, Visión, Campo, Visión por computadora",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500188,Taller de Desarrollo de Aplicaciones con Machine Learning,,Edge,Optimización,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Versión optimizada de TensorFlow para móviles y dispositivos limitados.”?,Función de activación,DataFrame,Pandas,Épocas,TensorFlow Lite,E,TensorFlow Lite,TFLite reduce peso y mejora eficiencia de modelos.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Taller de Desarrollo de Aplicaciones con Machine Learning, Edge, Optimización, TensorFlow Lite",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500189,Taller de Desarrollo de Aplicaciones con Machine Learning,,TinyML,Definición,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Aplicación de machine learning en microcontroladores de bajo consumo.”?,Modelo funcional,TensorFlow Lite,Edge Computing,Fog Computing,TinyML,E,TinyML,TinyML lleva modelos pequeños a microcontroladores.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Taller de Desarrollo de Aplicaciones con Machine Learning, TinyML, Definición, TinyML",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500190,Taller de Desarrollo de Aplicaciones con Machine Learning,,Hardware,TinyML,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Placa usada para proyectos TinyML con sensores integrados.”?,TensorFlow.js,Vector,TinyML,Arduino Nano 33 BLE Sense,Teachable Machine,D,Arduino Nano 33 BLE Sense,Esta placa permite ejecutar modelos TinyML.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Taller de Desarrollo de Aplicaciones con Machine Learning, Hardware, TinyML, Arduino Nano 33 BLE Sense",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500191,Taller de Desarrollo de Aplicaciones con Machine Learning,,Computación,Cercana,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Procesamiento realizado cerca de donde se generan los datos.”?,Vector,Edge Computing,Matriz,Regresión logística,TensorFlow,B,Edge Computing,Edge Computing reduce latencia y dependencia de la nube.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Taller de Desarrollo de Aplicaciones con Machine Learning, Computación, Cercana, Edge Computing",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500192,Taller de Desarrollo de Aplicaciones con Machine Learning,,Computación,Intermedia,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Capa de procesamiento entre dispositivos edge y la nube.”?,R²,Datos de prueba,Fog Computing,Matplotlib,Función de activación,C,Fog Computing,Fog Computing distribuye procesamiento cerca de la red.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Taller de Desarrollo de Aplicaciones con Machine Learning, Computación, Intermedia, Fog Computing",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500193,Taller de Desarrollo de Aplicaciones con Machine Learning,,Hardware,IA,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Mini computadora usada para ejecutar modelos o visión artificial de bajo costo.”?,TPU,CSV,Raspberry Pi con IA,Regresión lineal,Sobreajuste,C,Raspberry Pi con IA,Raspberry Pi puede ejecutar proyectos de IA ligera.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Taller de Desarrollo de Aplicaciones con Machine Learning, Hardware, IA, Raspberry Pi con IA",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500194,Taller de Desarrollo de Aplicaciones con Machine Learning,,Datos,Archivos,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Proceso de subir o acceder a archivos dentro de Google Colab.”?,Datos de entrenamiento,DataFrame,Carga de archivos en Colab,Vector,Matplotlib,C,Carga de archivos en Colab,Colab permite cargar datos para analizarlos.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Taller de Desarrollo de Aplicaciones con Machine Learning, Datos, Archivos, Carga de archivos en Colab",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500195,Taller de Desarrollo de Aplicaciones con Machine Learning,,Datos,CSV,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Formato tabular común separado por comas.”?,CSV,fit(),OpenCV,Raspberry Pi con IA,TensorFlow Lite,A,CSV,CSV almacena datos en filas y columnas simples.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Taller de Desarrollo de Aplicaciones con Machine Learning, Datos, CSV, CSV",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500196,Taller de Desarrollo de Aplicaciones con Machine Learning,,Preprocesamiento,Limpieza,Intermedio,Definición directa,"¿Qué concepto corresponde a esta definición: “Proceso de corregir, completar o transformar datos antes de entrenar.”?",NumPy,Árbol de decisión,Batch size,Limpieza de datos,Datos de prueba,D,Limpieza de datos,La limpieza mejora la calidad del entrenamiento.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Taller de Desarrollo de Aplicaciones con Machine Learning, Preprocesamiento, Limpieza, Limpieza de datos",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500197,Taller de Desarrollo de Aplicaciones con Machine Learning,,Preprocesamiento,Normalización,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Proceso de escalar datos para que estén en rangos comparables.”?,Flujo de entrenamiento,Normalización,Visión por computadora,TensorFlow.js,TPU,B,Normalización,Normalizar ayuda a entrenar modelos de forma estable.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Taller de Desarrollo de Aplicaciones con Machine Learning, Preprocesamiento, Normalización, Normalización",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500198,Taller de Desarrollo de Aplicaciones con Machine Learning,,Evaluación,Prueba,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Conjunto usado para medir el rendimiento del modelo con datos no vistos.”?,Datos de prueba,Naive Bayes,CPU,OpenCV,Regresión lineal,A,Datos de prueba,Los datos de prueba evalúan generalización.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Taller de Desarrollo de Aplicaciones con Machine Learning, Evaluación, Prueba, Datos de prueba",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500199,Taller de Desarrollo de Aplicaciones con Machine Learning,,Evaluación,Entrenamiento,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Conjunto usado para ajustar los pesos del modelo.”?,Datos de entrenamiento,Sobreajuste,Random Forest,TinyML,Raspberry Pi con IA,A,Datos de entrenamiento,Los datos de entrenamiento enseñan al modelo.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Taller de Desarrollo de Aplicaciones con Machine Learning, Evaluación, Entrenamiento, Datos de entrenamiento",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500200,Taller de Desarrollo de Aplicaciones con Machine Learning,,Clasificación,Categorías,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Tarea de asignar una entrada a una clase.”?,Datos de entrenamiento,Batch size,CSV,Clasificación,Pesos,D,Clasificación,La clasificación predice categorías.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Taller de Desarrollo de Aplicaciones con Machine Learning, Clasificación, Categorías, Clasificación",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
